z x z
0.3294976467231122 0.23305908882296197 0.0
-1.498239958885197 0.01455917823172521 3.141592653589793
2.0456506813066593 0.436746526712343 3.141592653589793
0.9924945670537252 0.9598459097419318 3.141592653589793
-1.9147053822211557 0.30745478895196626 0.0
-2.7457981202221236 0.7733156145748366 3.141592653589793
1.876059891290085 0.2962668796548219 3.141592653589793
-1.0258588647218971 0.16014623278815235 0.0
0.7868975399382084 0.7679602783539811 0.0
-2.1748101804918765 0.19189220993111242 0.0
2.9827504126381865 0.19202449283097028 3.141592653589793
-0.3566275388588692 0.5781115912164488 3.141592653589793
1.783509886762906 0.6223162891113746 0.0
0.1898798791658133 1.5996541204010533 0.0
-2.471018410214032 0.2948824204670897 3.141592653589793
2.88044496803825 0.08710009043303865 3.141592653589793
-1.5776288025613474 1.1586091497932502 3.141592653589793
-1.6648296897964645 1.070018106265748 0.0
-0.013258070761766976 0.31816786993737217 0.0
0.13499399264973602 0.860469133223126 0.0
-1.9716957929402252 0.5393699311465421 3.141592653589793
-2.822693245495454 0.7574300109884744 3.141592653589793
2.0595147665236593 0.4709440546054454 3.141592653589793
-1.0844400182113254 0.36019524403601666 0.0
-2.042087034784028 0.8942302919048519 0.0
-3.0531685300756943 0.2854483537370799 3.141592653589793
2.98729250289521 0.09886141162583899 3.141592653589793
0.9491390902498471 1.0728749275493144 3.141592653589793
1.923528720027133 0.2875798917214943 3.141592653589793
-0.5787517442095828 0.9289790976238476 0.0
-0.7324888513002904 0.4660373615425879 0.0
3.0783274797156746 0.15914749162213973 3.141592653589793
0.4175620450605148 0.4615382594510864 3.141592653589793
-1.2744051327292594 0.5997206757140734 3.141592653589793
-1.2815429110965741 0.4725501343507422 3.141592653589793
-0.8660997316788355 1.2851478811364951 0.0
-3.1361566260371916 1.5685023593599687 3.141592653589793
2.6247434493991997 1.0377521970363772 3.141592653589793
-1.3425201205207908 0.07533275938564823 0.0
2.958311421199438 0.30169399546994297 3.141592653589793
1.3792177214356547 0.030198951199495793 3.141592653589793
0.9617578586022231 0.43003589013987625 0.0
0.4888403721020676 0.9058078382976612 0.0
1.1518860698800475 0.11881265567681423 0.0
-2.428581540769539 0.9218502826607433 3.141592653589793
0.8350108500171911 0.5827559517863155 0.0
