z x z
1.3057298276274305 0.45501347722409075 3.141592653589793
0.6374788784072702 0.6893724247932017 3.141592653589793
1.2749344822995463 0.7768780806424035 0.0
-1.3720418899295415 0.09331302124169814 0.0
-2.6749250791893826 0.7063116111062907 0.0
-1.023609679744873 0.3348392554410263 0.0
-1.4377172890889482 0.2038971958101404 3.141592653589793
-2.9954216569996954 0.32395090103776913 0.0
1.3801222642022506 0.5918970198448674 3.141592653589793
0.7472117171853735 0.454225163539813 0.0
3.0583282414130313 0.3259442709323955 3.141592653589793
1.0957375485847605 1.9794726635476552 3.141592653589793
-1.5479494424441744 0.03098948586227519 3.141592653589793
-1.9608502049151946 0.44106741057604254 0.0
1.5269201156796377 0.2581491777257832 3.141592653589793
-2.9727190920230853 1.0301678607947633 0.0
-1.1011405282524573 0.19114441390919265 0.0
-0.540552441651021 0.6399922919499346 3.141592653589793
-1.5434997036879075 1.4708559790054063 3.141592653589793
1.422662888691323 0.5202459478655259 3.141592653589793
-1.4192890809444083 1.0073490388022501 3.141592653589793
-2.8633898515981295 0.7215794032286423 0.0
1.7679284078406443 0.6230649905914273 0.0
-1.3293837290817043 0.22684795495290183 3.141592653589793
0.23089991825390915 0.5160609862517439 0.0
2.817698236726965 0.26827089149248223 3.141592653589793
1.5446702673625687 0.27396084546548827 0.0
2.9637359643312386 0.5133986444203734 0.0
2.677782226726231 0.5406058526465969 3.141592653589793
2.81259950852549 1.4351523708849103 3.141592653589793
-0.5860651499453164 0.17407692178987175 0.0
3.052949777789863 0.9526318271151091 3.141592653589793
-0.9427194929357567 0.5044812909305769 3.141592653589793
2.5773992483802664 0.4945152228029896 3.141592653589793
2.603343112171339 0.9568870238726016 3.141592653589793
0.2794453188405162 0.2615692347420271 0.0
2.989621473390102 0.6467317095589158 0.0
-2.2065999218382824 0.5452357499301136 0.0
1.2976259380335355 0.5046028102232366 0.0
2.357544021885099 1.1343557561852007 3.141592653589793
-0.3578611935115288 0.5281474244263037 3.141592653589793
2.9463693947424283 0.38684813256976724 0.0
-1.0103135294588224 0.4111664552318647 3.141592653589793
-1.5633710375790553 0.5216230701365557 3.141592653589793
0.7257150162976123 0.28735435162730033 3.141592653589793
-2.3874933862311005 1.3827357863003578 0.0
2.2597868291647383 0.6954238834275742 3.141592653589793
-2.5960845811373345 1.3156915470788029 0.0
0.7408919152491596 0.801059931532094 3.141592653589793
-0.42274565900670286 0.4003643011623555 0.0
1.424288034567158 0.13707792996571044 3.141592653589793
-2.3114550901021693 0.4127564136113134 3.141592653589793
1.587957893108494 0.04527422821584861 3.141592653589793
