z x z
-1.4445809015204019 1.252871818875124 1.5527404147221011
-1.4663955556474886 1.2864910502939837 1.6286005387167284
-1.4610601941423937 1.4172829352061644 0.9949645547727061
-1.3918361657103502 1.2645460433261422 1.55740832013209
-1.4719826962095504 1.3098640644348865 0.9472667060609348
-1.458899460000466 1.4326955184795955 1.5907126027510066
-1.441673033157007 1.4504379914560832 1.308188184675972
-1.480642336688159 1.3525449179285935 1.1735556240448222
-1.4659140523989536 1.383816980157974 1.545484706133225
-1.2976224350616283 1.3256607835489196 1.135508621248
-1.4641435265620253 1.2431575111283881 0.8184471885113094
-1.4560501069719483 1.230200857109328 1.0224129230085228
-1.3340695399509308 1.2023696781488404 0.8904451865905894
-1.4691675801548574 1.1999496207800981 1.457474384096983
-1.4667560182367112 1.2946807111027367 1.4817966747366507
-1.3395079167018615 1.4388788636330325 1.1524942406158474
-1.3973401085597843 1.3183730312627921 1.178945650573668
-1.411552417524222 1.3454876428448557 1.386660605207648
-1.4843758272990295 1.2454768231999298 1.586187733296844
-1.3370863845023069 1.2352155969342247 1.5866454002412533
-1.4020850372910483 1.5148719913724549 1.4181205124029976
-1.3685615359552143 1.3500950410194525 0.9412825198776311
-1.3616645041471822 1.3188582346491837 1.4569860685625926
-1.3906803869810098 1.3167708641533384 1.502200159229666
-1.4669895658605079 1.3614119073594604 1.1856313846151412
-1.3665871574549533 1.3182658807373584 1.5355493498544315
-1.4612163250284447 1.3219912813216557 1.45100686957542
-1.45389033087766 1.3188556660609607 1.2454746854641583
-1.356068072563865 1.2787352365774955 1.5651897251092663
-1.442503632046667 1.282406173983486 1.1355800914441623
-1.4308383831312714 1.3984335887636141 1.0908992553883288
-1.3893378123525226 1.4381440424811471 1.4212871858252714
-1.4062287060884142 1.3802574323292116 1.2640004030224887
-1.3277375356739747 1.4202218893270917 1.4034159063133522
-1.4436061707861356 1.4325045603664688 1.5318155075713686
-1.4738802492278007 1.3616241982443018 0.7044337815771494
-1.3999420889739567 1.3242343192133812 1.2529124336752517
-1.4122528806344568 1.1278437024966685 1.3791091884509337
-1.4546172489526603 1.4816208124757257 1.4201359637635316
-1.430360491582258 1.2211506331214566 1.1371510571416124
-1.4191370268873549 1.3091009739610515 1.6280139323673868
-1.440064096804803 1.2965229201575188 1.599582620851454
-1.3609966507919797 1.488257295462775 1.2320973183620663
-1.3915962862761033 1.3356490212739753 1.4551678700336643
-1.4730792794728729 1.4601890763014658 1.6096503256043337
-1.3951996640365911 1.18783491313944 1.3109826202004329
-1.3515850371865359 1.270625630845982 1.1007353082306583
-1.2840011855803362 1.128514013897723 1.6716897050004405
-1.3750576710240534 1.513709667129646 1.2214643773507157
-1.426596839509218 1.3072340925740678 1.4983476157932611
-1.476435581936051 1.2964996613111912 1.5563361156941589
-1.3687525717601716 1.4279308270419118 1.4114469822825055
-1.4320827024923608 1.2861531677044005 1.5961402588372848
-1.3533414768668746 1.4154286530596598 1.3530842131771486
-1.4683706662573919 1.2644467542310749 1.5545297127000033
-1.4098013543754588 1.3363200165273557 1.5700696252730668
-1.4411325190625457 1.2915186439811215 0.4013763161215463
-1.4654269724775013 1.3413286523903933 1.0850129044064079
-1.4418690913833425 1.2771753986846381 0.9536007458351855
-1.2846432526035845 1.3627085122662244 1.3055570521262163
-1.3359012950775198 1.2106636201424943 1.5930971987111282
-1.4370607722751656 1.2681692731808913 1.6570595438291398
-1.4053354061207808 1.2882191231035676 1.5179107349629455
-1.419270253315472 1.3638878573781792 1.4108295282937071
-1.4765870664097156 1.4822884683967288 1.6228666974658421
-1.3964494908803522 1.2088410459537282 1.6430896476579213
-1.4756297708163946 1.2585665098223924 1.6085236319533487
-1.4660973743769745 1.3357542534004907 1.482268007887715
-1.437666756202159 1.4203146245561828 1.5998286971250437
-1.424248331007446 1.2893062257365426 1.615625349623695
-1.4103262699491277 1.3686094856835498 1.6600109411070383
-1.4360762994680807 1.38386065771494 1.0345834344765283
-1.356379522802077 1.255416855755813 1.2715759195316365
-1.413019419216962 1.2890243051455565 1.4338432900512463
-1.390317888775509 1.2553173853216892 1.4176199282555502
-1.423706928921136 1.3603892867279819 1.3031075951116928
-1.4694907397106427 1.3334455888563002 1.5433729969091121
-1.4336377002283929 1.4853793389424248 1.606752737851522
-1.4555252204663784 1.3512124547113866 1.1396072814364389
-1.4200911835246688 1.4361641529218812 1.5050951717647518
-1.4228769072406975 1.3440699252038395 0.828188132060479
-1.3341422798095446 1.4032274516910477 1.1507245714829524
-1.3770900822370422 1.3140461032458912 1.4311545762907394
-1.3634558219743529 1.3174231993527479 1.5665333857657364
-1.3447477675641537 1.3282632590081969 1.4489602064388873
-1.4471806513569112 1.4521819956569402 1.6493734064009347
-1.4241527798980214 1.2242137905470243 1.632379241143435
-1.4527469202545833 1.1854926751998256 1.1734412186045513
-1.3564909063265598 1.1895694515229542 1.5580744656588714
-1.4238888033315356 1.343608639792211 1.5038123043933935
-1.3726443220867435 1.2461819690808944 1.3588413940719415
-1.4260139092568667 1.2606332034504915 1.5934790132554404
-1.4747073945707696 1.1505243970655865 1.4137825567440114
-1.4210105608077879 1.3317340836541312 1.5769796951741164
-1.494652096558162 1.3811089572038335 1.631914615512757
-1.3744112660543417 1.229958654647432 1.3363784932289726
